time;wx (rad/s);wy (rad/s);wz (rad/s)
7,893385;-0,05;0,02;0,08
7,894685;-0,08;-0,00;0,09
7,897905;-0,10;-0,04;0,10
7,899243;-0,12;-0,08;0,12
7,901718;-0,14;-0,12;0,14
7,903871;-0,15;-0,15;0,16
7,906107;-0,15;-0,17;0,18
7,908621;-0,15;-0,18;0,20
7,910571;-0,15;-0,19;0,22
7,913222;-0,15;-0,19;0,23
7,915802;-0,15;-0,19;0,24
7,917622;-0,16;-0,18;0,25
7,919926;-0,16;-0,17;0,26
7,922500;-0,18;-0,15;0,27
7,924535;-0,19;-0,14;0,28
7,927163;-0,21;-0,13;0,29
7,931664;-0,23;-0,11;0,30
7,932142;-0,25;-0,11;0,31
7,934061;-0,26;-0,10;0,31
7,937478;-0,27;-0,10;0,31
7,942173;-0,27;-0,10;0,32
7,942645;-0,27;-0,09;0,31
7,943140;-0,27;-0,09;0,31
7,946112;-0,26;-0,09;0,31
7,948039;-0,24;-0,09;0,31
7,950116;-0,23;-0,09;0,30
7,952722;-0,21;-0,09;0,30
7,954773;-0,18;-0,10;0,29
7,957632;-0,14;-0,11;0,28
7,960018;-0,10;-0,13;0,28
7,962074;-0,05;-0,16;0,27
7,964339;0,01;-0,18;0,25
7,966871;0,07;-0,21;0,24
7,969156;0,13;-0,23;0,23
7,971323;0,19;-0,26;0,22
7,972788;0,26;-0,28;0,21
7,976168;0,33;-0,30;0,20
7,978141;0,39;-0,33;0,19
7,981186;0,44;-0,36;0,18
7,982975;0,49;-0,38;0,17
7,985462;0,53;-0,40;0,17
7,987645;0,57;-0,41;0,16
7,990029;0,60;-0,43;0,15
7,992321;0,62;-0,43;0,14
7,994683;0,63;-0,43;0,13
7,997261;0,64;-0,43;0,12
7,999027;0,64;-0,42;0,11
8,001659;0,62;-0,41;0,10
8,006095;0,61;-0,39;0,10
8,006538;0,58;-0,38;0,11
8,008732;0,55;-0,37;0,11
8,011068;0,51;-0,36;0,12
8,018731;0,46;-0,34;0,14
8,019355;0,41;-0,33;0,15
8,019696;0,36;-0,31;0,16
8,020869;0,29;-0,29;0,17
8,026698;0,23;-0,26;0,17
8,027266;0,17;-0,24;0,17
8,027674;0,11;-0,21;0,17
