time;wx (rad/s);wy (rad/s);wz (rad/s)
1,755222;-0,34;0,09;-0,13
1,757399;-0,34;0,06;-0,12
1,759720;-0,34;0,05;-0,10
1,761695;-0,35;0,04;-0,09
1,764210;-0,35;0,03;-0,07
1,766020;-0,36;0,01;-0,05
1,768346;-0,36;0,01;-0,04
1,771795;-0,37;0,00;-0,02
1,773178;-0,37;-0,01;-0,00
1,775980;-0,37;-0,02;0,02
1,778355;-0,37;-0,03;0,04
1,780919;-0,38;-0,04;0,05
1,781757;-0,38;-0,05;0,07
1,785498;-0,38;-0,05;0,09
1,786637;-0,38;-0,06;0,10
1,789955;-0,38;-0,07;0,12
1,791663;-0,38;-0,07;0,13
1,794543;-0,37;-0,08;0,14
1,799566;-0,37;-0,08;0,15
1,800604;-0,36;-0,08;0,15
1,800915;-0,36;-0,09;0,16
1,803231;-0,35;-0,09;0,16
1,815200;-0,34;-0,10;0,16
1,815938;-0,33;-0,10;0,16
1,816233;-0,32;-0,10;0,16
1,816467;-0,30;-0,10;0,15
1,816651;-0,29;-0,09;0,15
1,817257;-0,27;-0,11;0,15
1,820814;-0,26;-0,11;0,14
1,822222;-0,24;-0,11;0,14
1,825103;-0,23;-0,11;0,14
1,827761;-0,22;-0,11;0,13
1,828897;-0,20;-0,11;0,13
1,831792;-0,18;-0,10;0,13
1,833912;-0,17;-0,09;0,12
1,837279;-0,16;-0,09;0,12
1,840146;-0,14;-0,09;0,12
1,840991;-0,13;-0,10;0,12
1,842987;-0,12;-0,10;0,12
1,846047;-0,11;-0,09;0,12
1,848263;-0,10;-0,08;0,12
1,850665;-0,09;-0,07;0,12
1,853137;-0,08;-0,07;0,12
1,855880;-0,07;-0,06;0,12
1,856740;-0,06;-0,06;0,12
1,859251;-0,05;-0,05;0,11
1,861578;-0,04;-0,05;0,11
1,864407;-0,03;-0,04;0,10
1,866129;-0,01;-0,04;0,10
1,868602;-0,00;-0,03;0,09
1,871829;0,01;-0,03;0,09
1,873086;0,03;-0,03;0,08
1,875792;0,04;-0,03;0,07
1,879031;0,06;-0,03;0,06
1,881364;0,07;-0,03;0,06
1,882374;0,08;-0,03;0,05
1,885090;0,10;-0,03;0,04
1,888408;0,11;-0,03;0,04
1,889432;0,13;-0,03;0,03
1,892090;0,14;-0,03;0,02
1,894378;0,16;-0,02;0,02
1,898943;0,18;-0,03;0,02
1,899861;0,19;-0,03;0,02
1,901177;0,20;-0,03;0,02
1,903015;0,21;-0,04;0,02
1,911880;0,22;-0,04;0,02
1,912472;0,23;-0,05;0,03
1,912686;0,24;-0,05;0,03
1,912857;0,24;-0,05;0,04
1,915155;0,24;-0,06;0,05
1,917529;0,25;-0,06;0,07
1,920401;0,25;-0,06;0,07
1,922119;0,24;-0,07;0,09
1,924558;0,24;-0,08;0,10
1,927334;0,24;-0,08;0,11
1,930525;0,24;-0,09;0,12
1,931400;0,23;-0,10;0,13
1,934827;0,23;-0,10;0,14
1,936982;0,22;-0,11;0,15
1,939302;0,22;-0,12;0,15
1,940733;0,21;-0,12;0,15
1,943185;0,21;-0,12;0,15
1,947622;0,20;-0,13;0,15
1,948439;0,20;-0,13;0,15
1,950256;0,20;-0,13;0,14
1,953808;0,20;-0,13;0,13
1,956063;0,20;-0,13;0,12
1,957019;0,20;-0,13;0,12
1,959168;0,20;-0,13;0,11
1,962886;0,20;-0,13;0,09
1,964387;0,21;-0,13;0,08
1,967086;0,21;-0,13;0,07
1,968955;0,22;-0,13;0,06
1,971092;0,22;-0,12;0,04
1,973901;0,23;-0,12;0,03
1,975981;0,23;-0,11;0,02
1,978529;0,24;-0,11;0,02
1,980943;0,24;-0,10;0,01
1,982006;0,24;-0,09;0,00
1,985821;0,24;-0,08;-0,00
1,988702;0,24;-0,08;-0,00
1,989536;0,23;-0,07;-0,01
1,992605;0,23;-0,07;-0,01
1,994373;0,23;-0,06;-0,01
1,997202;0,22;-0,06;-0,01
1,998909;0,21;-0,06;-0,01
2,001879;0,21;-0,06;-0,01
2,003699;0,21;-0,06;-0,02
2,009396;0,21;-0,06;-0,02
2,010348;0,20;-0,05;-0,03
2,010778;0,20;-0,06;-0,03
2,025903;0,20;-0,05;-0,04
2,026772;0,20;-0,06;-0,05
2,027050;0,20;-0,06;-0,06
2,027285;0,20;-0,06;-0,07
2,027600;0,20;-0,07;-0,07
2,027775;0,21;-0,07;-0,08
2,027951;0,21;-0,08;-0,09
2,029798;0,21;-0,08;-0,10
2,031406;0,22;-0,09;-0,11
2,033651;0,23;-0,09;-0,12
2,037094;0,23;-0,09;-0,12
2,038780;0,24;-0,09;-0,13
2,040697;0,24;-0,09;-0,14
2,043407;0,24;-0,10;-0,14
2,046437;0,24;-0,10;-0,14
2,047522;0,25;-0,10;-0,14
2,051248;0,25;-0,11;-0,14
2,053237;0,25;-0,13;-0,13
2,055587;0,25;-0,14;-0,13
2,058128;0,25;-0,15;-0,12
2,059380;0,24;-0,16;-0,12
2,062610;0,23;-0,18;-0,11
2,064211;0,23;-0,19;-0,10
2,066322;0,22;-0,21;-0,09
2,069154;0,22;-0,22;-0,09
2,071366;0,21;-0,22;-0,08
2,074217;0,20;-0,24;-0,07
2,076848;0,19;-0,25;-0,07
2,079579;0,18;-0,26;-0,06
2,080415;0,17;-0,27;-0,06
2,082531;0,16;-0,28;-0,05
2,086062;0,15;-0,29;-0,05
2,088522;0,15;-0,29;-0,04
2,089992;0,14;-0,29;-0,04
2,093473;0,13;-0,30;-0,04
2,096216;0,13;-0,30;-0,04
2,096976;0,12;-0,29;-0,04
2,099023;0,11;-0,29;-0,03
2,101983;0,11;-0,29;-0,03
2,108091;0,10;-0,29;-0,02
2,109074;0,09;-0,29;-0,02
2,109488;0,09;-0,29;-0,01
2,124222;0,08;-0,29;-0,01
2,124918;0,07;-0,29;-0,00
2,125213;0,06;-0,29;0,00
2,125448;0,05;-0,29;0,01
2,125666;0,04;-0,29;0,01
2,125881;0,03;-0,29;0,01
2,126105;0,03;-0,29;0,01
2,127453;0,02;-0,29;0,02
2,129295;0,01;-0,29;0,02
2,132334;0,01;-0,29;0,02
2,133958;0,01;-0,29;0,02
2,137029;0,00;-0,29;0,02
2,138782;-0,00;-0,29;0,02
2,141115;-0,00;-0,29;0,02
2,144645;-0,00;-0,30;0,02
2,147637;-0,01;-0,30;0,02
2,148530;-0,01;-0,31;0,02
2,151312;-0,02;-0,31;0,02
2,153621;-0,01;-0,32;0,02
2,155062;-0,02;-0,32;0,03
2,157223;-0,03;-0,32;0,03
2,159811;-0,03;-0,33;0,03
2,162100;-0,03;-0,33;0,03
2,165080;-0,03;-0,33;0,03
2,167282;-0,03;-0,33;0,03
2,169502;-0,04;-0,34;0,03
2,171622;-0,04;-0,34;0,03
2,175086;-0,05;-0,33;0,03
2,176926;-0,05;-0,33;0,03
2,178525;-0,06;-0,33;0,03
2,180567;-0,06;-0,33;0,03
2,183020;-0,06;-0,33;0,03
2,187898;-0,06;-0,33;0,02
2,188758;-0,06;-0,33;0,02
2,189720;-0,07;-0,33;0,02
2,192282;-0,07;-0,33;0,01
2,196156;-0,07;-0,33;0,01
2,196962;-0,07;-0,33;-0,00
2,200505;-0,06;-0,33;-0,01
2,203235;-0,06;-0,33;-0,01
2,203949;-0,05;-0,33;-0,02
2,209373;-0,05;-0,33;-0,02
2,210299;-0,05;-0,33;-0,03
2,214259;-0,05;-0,33;-0,04
2,214888;-0,04;-0,33;-0,04
2,215425;-0,04;-0,32;-0,05
2,218705;-0,03;-0,32;-0,05
2,225739;-0,03;-0,32;-0,06
2,226343;-0,03;-0,32;-0,06
2,226588;-0,03;-0,31;-0,06
2,229021;-0,02;-0,30;-0,05
2,229520;-0,02;-0,30;-0,05
2,231756;-0,03;-0,29;-0,04
2,233893;-0,03;-0,29;-0,03
2,236820;-0,03;-0,28;-0,02
2,238583;-0,04;-0,28;-0,01
2,241087;-0,04;-0,28;-0,00
2,244614;-0,04;-0,27;0,01
2,247313;-0,05;-0,26;0,02
2,249049;-0,05;-0,26;0,02
2,251400;-0,06;-0,25;0,03
2,253799;-0,06;-0,24;0,04
2,255519;-0,07;-0,23;0,04
2,257459;-0,07;-0,22;0,05
2,260563;-0,07;-0,22;0,05
2,262924;-0,07;-0,21;0,05
2,264447;-0,07;-0,21;0,04
2,268228;-0,06;-0,20;0,04
2,270593;-0,06;-0,20;0,04
2,271425;-0,05;-0,19;0,04
2,273538;-0,04;-0,19;0,03
2,277628;-0,03;-0,18;0,03
2,278254;-0,02;-0,18;0,02
2,281199;-0,01;-0,18;0,02
2,282995;-0,00;-0,17;0,01
2,286082;0,01;-0,17;0,01
2,288858;0,02;-0,16;0,01
2,290862;0,03;-0,16;0,00
2,292824;0,03;-0,15;0,00
2,295352;0,04;-0,15;-0,00
2,296971;0,05;-0,14;-0,00
2,299563;0,06;-0,14;-0,00
2,302520;0,06;-0,14;-0,00
2,308583;0,06;-0,13;-0,00
2,309584;0,06;-0,12;0,00
2,310037;0,06;-0,11;0,00
2,322507;0,05;-0,10;0,01
2,323172;0,05;-0,09;0,01
2,323445;0,04;-0,08;0,01
2,323740;0,04;-0,08;0,01
2,323990;0,03;-0,07;0,01
2,324320;0,03;-0,06;0,01
2,325631;0,02;-0,05;0,01
2,327579;0,01;-0,04;0,01
2,329657;0,01;-0,03;0,01
2,332524;0,00;-0,02;0,01
2,334793;0,00;-0,01;0,01
2,337167;-0,00;-0,00;0,01
2,338979;-0,01;0,00;0,01
2,342437;-0,01;0,01;0,01
2,346042;-0,01;0,02;0,01
2,346758;-0,01;0,03;0,02
2,348778;-0,02;0,03;0,02
2,351334;-0,02;0,04;0,02
2,353742;-0,02;0,05;0,03
2,355312;-0,02;0,05;0,03
2,357589;-0,02;0,06;0,04
2,360918;-0,02;0,07;0,04
2,362497;-0,02;0,08;0,04
2,364658;-0,03;0,08;0,04
2,368949;-0,02;0,09;0,05
2,369581;-0,03;0,10;0,05
2,371802;-0,03;0,11;0,05
2,375550;-0,03;0,12;0,05
2,377482;-0,03;0,13;0,05
2,380239;-0,03;0,13;0,05
2,381048;-0,03;0,14;0,05
2,383727;-0,03;0,15;0,05
2,386171;-0,03;0,16;0,05
2,387964;-0,03;0,16;0,05
2,391134;-0,03;0,17;0,04
2,393005;-0,03;0,18;0,04
2,394823;-0,03;0,18;0,04
2,397454;-0,03;0,18;0,04
2,400192;-0,03;0,19;0,04
2,405529;-0,02;0,19;0,03
2,406272;-0,02;0,19;0,03
2,406532;-0,02;0,20;0,03
2,409015;-0,02;0,20;0,02
2,417175;-0,02;0,20;0,02
2,417713;-0,01;0,21;0,02
2,417920;-0,01;0,21;0,01
2,418086;-0,01;0,21;0,01
2,420351;-0,01;0,21;0,01
2,422466;-0,00;0,21;0,00
2,426088;0,00;0,21;-0,00
2,427403;0,01;0,21;-0,01
2,430248;0,01;0,21;-0,01
2,432361;0,01;0,21;-0,01
2,435763;0,02;0,21;-0,02
2,436504;0,02;0,21;-0,02
2,439701;0,03;0,21;-0,02
2,442664;0,02;0,21;-0,03
2,443246;0,03;0,21;-0,03
2,446334;0,03;0,21;-0,02
2,448538;0,02;0,21;-0,02
2,451197;0,02;0,21;-0,02
2,454246;0,02;0,21;-0,01
2,456535;0,01;0,21;-0,00
2,457789;0,01;0,20;0,00
2,461095;0,00;0,20;0,01
2,462662;-0,01;0,20;0,02
2,464916;-0,01;0,19;0,03
2,467330;-0,02;0,19;0,04
2,469573;-0,03;0,19;0,05
2,472301;-0,04;0,18;0,06
2,475415;-0,05;0,17;0,07
2,478468;-0,06;0,16;0,08
2,479274;-0,07;0,16;0,08
2,480866;-0,07;0,15;0,09
2,483189;-0,08;0,14;0,09
2,486653;-0,09;0,13;0,09
2,489009;-0,09;0,12;0,10
2,490947;-0,10;0,12;0,10
2,493858;-0,10;0,11;0,10
2,496342;-0,09;0,11;0,09
2,497379;-0,09;0,10;0,09
2,500745;-0,09;0,10;0,08
2,506713;-0,08;0,10;0,08
2,507748;-0,08;0,09;0,07
2,508165;-0,08;0,09;0,06
2,509219;-0,07;0,08;0,05
2,518979;-0,07;0,08;0,04
2,519772;-0,06;0,07;0,03
2,520073;-0,04;0,07;0,02
2,520289;-0,04;0,06;0,01
2,521105;-0,03;0,06;0,00
2,522898;-0,03;0,05;-0,01
2,525293;-0,02;0,05;-0,02
2,527618;-0,01;0,04;-0,03
2,530207;-0,01;0,04;-0,04
2,532656;-0,00;0,03;-0,05
2,534758;0,00;0,03;-0,06
2,536915;0,00;0,02;-0,07
2,539712;0,00;0,02;-0,08
2,541709;0,01;0,01;-0,08
2,543106;0,01;0,01;-0,09
2,546719;0,01;0,01;-0,10
2,548723;0,01;0,01;-0,10
2,551632;0,01;0,02;-0,10
2,554555;0,01;0,02;-0,11
2,555641;0,01;0,02;-0,11
2,559373;0,01;0,02;-0,12
2,561761;0,01;0,02;-0,12
2,562551;0,01;0,02;-0,12
2,564942;0,01;0,02;-0,12
2,566980;0,01;0,02;-0,12
2,569968;0,01;0,02;-0,11
2,572648;0,02;0,02;-0,11
2,575544;0,02;0,02;-0,10
2,577894;0,02;0,01;-0,09
2,578998;0,02;0,01;-0,08
2,581320;0,02;0,01;-0,08
2,584035;0,02;0,01;-0,07
2,586444;0,03;0,01;-0,06
2,588283;0,03;0,00;-0,05
2,591454;0,03;0,00;-0,04
2,597287;0,03;-0,00;-0,04
2,598192;0,03;-0,01;-0,03
2,598482;0,03;-0,01;-0,03
2,600502;0,03;-0,01;-0,03
2,607952;0,04;-0,01;-0,02
2,608556;0,04;-0,01;-0,02
2,608741;0,05;-0,01;-0,02
2,609580;0,04;-0,01;-0,02
2,611054;0,04;-0,01;-0,02
2,614631;0,05;-0,01;-0,03
2,615986;0,05;-0,00;-0,03
2,619355;0,05;-0,00;-0,03
2,620827;0,05;0,00;-0,04
2,623404;0,05;0,01;-0,04
2,627694;0,05;0,01;-0,04
2,628633;0,05;0,01;-0,04
2,630882;0,05;0,02;-0,04
2,633699;0,05;0,02;-0,05
2,636606;0,04;0,02;-0,05
2,637439;0,04;0,02;-0,05
2,639616;0,04;0,02;-0,05
2,644745;0,03;0,02;-0,05
2,645626;0,04;0,02;-0,05
2,647271;0,03;0,02;-0,05
2,649970;0,03;0,02;-0,05
2,652263;0,03;0,02;-0,06
2,653013;0,02;0,02;-0,06
2,657313;0,02;0,02;-0,06
2,657982;0,02;0,02;-0,06
2,660950;0,02;0,02;-0,06
2,663331;0,02;0,02;-0,06
2,666388;0,02;0,03;-0,05
2,668809;0,02;0,03;-0,05
2,669782;0,01;0,03;-0,04
2,673264;0,00;0,03;-0,03
2,674580;-0,00;0,04;-0,01
2,677037;-0,01;0,04;0,00
2,679318;-0,02;0,03;0,02
2,681948;-0,03;0,03;0,03
2,685570;-0,05;0,03;0,05
2,686382;-0,06;0,02;0,07
2,688926;-0,07;0,02;0,08
2,692530;-0,08;0,02;0,09
2,693041;-0,09;0,01;0,10
2,695825;-0,10;0,00;0,11
2,698916;-0,12;-0,00;0,12
2,699852;-0,13;-0,01;0,12
2,702789;-0,13;-0,02;0,12
2,705652;-0,14;-0,02;0,13
2,708113;-0,14;-0,02;0,13
2,711182;-0,15;-0,03;0,12
2,711745;-0,15;-0,03;0,12
2,713932;-0,15;-0,03;0,11
2,716809;-0,15;-0,03;0,11
2,719217;-0,14;-0,03;0,10
2,721307;-0,14;-0,03;0,09
2,723776;-0,13;-0,03;0,08
2,726163;-0,12;-0,02;0,07
2,728029;-0,11;-0,02;0,06
2,730082;-0,10;-0,01;0,05
2,733804;-0,08;-0,01;0,04
2,735773;-0,07;-0,00;0,03
2,737620;-0,06;0,00;0,02
2,739732;-0,05;0,01;0,00
2,742666;-0,03;0,01;-0,01
2,745447;-0,02;0,02;-0,02
2,746821;-0,00;0,02;-0,03
2,749013;0,01;0,03;-0,03
2,752816;0,02;0,03;-0,04
2,753745;0,03;0,04;-0,05
2,757369;0,05;0,04;-0,06
2,759034;0,06;0,04;-0,06
2,761343;0,07;0,05;-0,07
2,763408;0,08;0,05;-0,07
2,765775;0,09;0,05;-0,08
2,768092;0,11;0,05;-0,08
2,769949;0,12;0,05;-0,08
2,773259;0,13;0,05;-0,08
2,775923;0,13;0,05;-0,08
2,778681;0,14;0,05;-0,08
2,779819;0,16;0,05;-0,08
2,781873;0,16;0,05;-0,08
2,785452;0,17;0,04;-0,07
2,786782;0,17;0,04;-0,06
2,789506;0,17;0,04;-0,05
2,791739;0,17;0,04;-0,04
2,794744;0,17;0,03;-0,02
2,795733;0,16;0,03;-0,00
2,798077;0,16;0,03;0,02
2,802849;0,15;0,02;0,03
2,803968;0,14;0,01;0,06
2,805827;0,13;0,00;0,07
2,808609;0,12;-0,00;0,09
2,814684;0,11;-0,01;0,11
2,815841;0,11;-0,02;0,12
2,816367;0,10;-0,03;0,13
2,816922;0,09;-0,04;0,14
2,831367;0,08;-0,04;0,15
2,832193;0,08;-0,05;0,15
2,832436;0,08;-0,05;0,16
2,832642;0,07;-0,06;0,16
2,832814;0,07;-0,06;0,17
2,832983;0,07;-0,06;0,17
2,833168;0,07;-0,07;0,17
2,835169;0,07;-0,07;0,17
2,837831;0,07;-0,07;0,17
2,839684;0,07;-0,08;0,17
2,842281;0,07;-0,08;0,16
2,844703;0,07;-0,08;0,16
2,847159;0,08;-0,08;0,16
2,849933;0,08;-0,09;0,15
2,852271;0,09;-0,09;0,15
2,854416;0,10;-0,09;0,14
2,857354;0,10;-0,09;0,14
2,859692;0,11;-0,10;0,14
2,862200;0,12;-0,10;0,13
2,863149;0,12;-0,10;0,13
2,865514;0,13;-0,09;0,13
2,868110;0,14;-0,09;0,13
2,870451;0,14;-0,09;0,13
2,873063;0,14;-0,09;0,13
2,874951;0,14;-0,09;0,13
2,877594;0,15;-0,09;0,14
2,879437;0,14;-0,09;0,15
2,882358;0,15;-0,08;0,15
2,884871;0,14;-0,08;0,16
2,886958;0,14;-0,08;0,17
2,889671;0,13;-0,08;0,18
2,891646;0,13;-0,08;0,19
2,893073;0,13;-0,08;0,20
2,896585;0,13;-0,08;0,21
2,898542;0,12;-0,08;0,21
2,904135;0,12;-0,08;0,22
2,904914;0,12;-0,08;0,23
2,905221;0,11;-0,08;0,23
2,916929;0,11;-0,09;0,24
2,917640;0,10;-0,09;0,24
2,917912;0,10;-0,08;0,24
2,918114;0,10;-0,08;0,24
2,918301;0,10;-0,08;0,24
2,919632;0,10;-0,08;0,24
2,921684;0,09;-0,08;0,25
2,924152;0,09;-0,09;0,25
2,926147;0,09;-0,09;0,25
2,928445;0,09;-0,09;0,24
2,930967;0,10;-0,09;0,24
2,933762;0,10;-0,09;0,23
2,935898;0,10;-0,09;0,23
2,937431;0,10;-0,09;0,23
2,940943;0,11;-0,08;0,22
2,942455;0,11;-0,08;0,22
2,944671;0,11;-0,08;0,21
2,946758;0,11;-0,09;0,21
2,951030;0,12;-0,09;0,20
2,951999;0,12;-0,09;0,20
2,954124;0,12;-0,09;0,20
2,955907;0,12;-0,09;0,19
2,959981;0,12;-0,09;0,19
2,960891;0,12;-0,09;0,19
2,964511;0,12;-0,09;0,18
2,966856;0,13;-0,09;0,18
2,969889;0,13;-0,08;0,18
2,970801;0,13;-0,08;0,17
2,972675;0,13;-0,07;0,17
2,975419;0,13;-0,07;0,17
2,977917;0,13;-0,06;0,16
2,980563;0,13;-0,06;0,16
2,982762;0,13;-0,05;0,16
2,985077;0,14;-0,04;0,15
2,986764;0,14;-0,04;0,15
2,990069;0,14;-0,03;0,15
2,992872;0,13;-0,02;0,15
2,993680;0,13;-0,01;0,15
2,996873;0,13;-0,01;0,15
2,998317;0,12;-0,00;0,15
3,000721;0,12;0,01;0,15
3,004557;0,12;0,02;0,15
3,005307;0,11;0,02;0,15
3,011334;0,11;0,03;0,15
3,012379;0,10;0,04;0,15
3,012791;0,09;0,05;0,15
3,014769;0,08;0,06;0,15
3,024194;0,07;0,07;0,15
3,024802;0,07;0,08;0,15
3,024985;0,06;0,09;0,15
3,025125;0,05;0,10;0,15
3,026115;0,04;0,11;0,14
3,028547;0,03;0,12;0,14
3,031455;0,02;0,13;0,14
3,034528;0,01;0,13;0,14
3,036292;0,00;0,14;0,13
3,037896;-0,00;0,15;0,13
3,041137;-0,01;0,15;0,12
3,043457;-0,01;0,16;0,12
3,044211;-0,01;0,17;0,11
3,048114;-0,02;0,17;0,10
3,050805;-0,01;0,18;0,09
3,051656;-0,02;0,18;0,08
3,054466;-0,01;0,18;0,07
3,057448;-0,01;0,18;0,07
3,060588;-0,00;0,18;0,06
3,061291;-0,00;0,18;0,05
3,064357;0,01;0,18;0,04
3,068559;0,01;0,18;0,03
3,069308;0,02;0,18;0,03
3,071215;0,03;0,18;0,02
3,073554;0,04;0,18;0,02
3,076299;0,04;0,18;0,01
3,078055;0,05;0,18;0,01
3,079376;0,06;0,17;0,01
3,084481;0,06;0,17;0,00
3,085153;0,07;0,17;0,00
3,086985;0,07;0,16;0,01
3,089488;0,07;0,16;0,01
3,092322;0,07;0,16;0,01
3,094100;0,08;0,16;0,01
3,096477;0,07;0,16;0,01
3,098457;0,07;0,16;0,02
3,101736;0,07;0,16;0,02
3,103965;0,06;0,15;0,02
3,106491;0,06;0,15;0,03
3,112773;0,06;0,16;0,03
3,113547;0,05;0,15;0,03
3,114024;0,05;0,15;0,04
3,115981;0,05;0,15;0,04
3,125888;0,05;0,15;0,03
3,126562;0,04;0,15;0,04
3,126816;0,04;0,15;0,03
3,127025;0,04;0,15;0,03
3,127229;0,04;0,15;0,03
3,129038;0,04;0,15;0,03
3,130899;0,05;0,14;0,02
3,133348;0,04;0,14;0,02
3,135567;0,05;0,14;0,02
3,138114;0,05;0,14;0,01
3,140342;0,05;0,13;0,01
3,142803;0,06;0,12;-0,00
3,144074;0,07;0,12;-0,01
3,149100;0,07;0,11;-0,01
3,151611;0,07;0,11;-0,02
3,152232;0,08;0,10;-0,02
3,154240;0,08;0,10;-0,02
3,159713;0,08;0,09;-0,02
3,160520;0,08;0,09;-0,02
3,161242;0,08;0,08;-0,02
3,164329;0,07;0,08;-0,01
3,167813;0,07;0,07;-0,01
3,168564;0,06;0,06;-0,01
3,170728;0,05;0,06;-0,00
3,173223;0,05;0,05;-0,00
3,176036;0,04;0,04;0,00
3,178350;0,03;0,04;0,00
3,180858;0,02;0,03;0,00
3,183753;0,01;0,03;0,00
3,184476;0,00;0,03;0,00
3,187213;-0,00;0,02;0,00
3,189449;-0,01;0,02;0,00
3,191747;-0,02;0,02;-0,00
3,194627;-0,02;0,02;-0,00
3,197253;-0,03;0,01;-0,00
3,203160;-0,03;0,01;-0,01
3,203879;-0,03;0,01;-0,01
3,204245;-0,03;0,01;-0,01
3,207836;-0,03;0,00;-0,01
3,208664;-0,02;0,00;-0,01
3,216597;-0,02;0,00;-0,01
3,217114;-0,01;-0,00;-0,01
3,217344;-0,01;-0,01;-0,01
3,217516;-0,00;-0,01;-0,01
3,219450;0,00;-0,01;-0,01
3,222136;0,01;-0,01;-0,01
3,224164;0,02;-0,02;-0,01
3,226071;0,02;-0,02;-0,01
3,228817;0,03;-0,02;-0,01
3,230984;0,03;-0,02;-0,01
3,234441;0,04;-0,03;-0,01
3,235811;0,04;-0,03;-0,01
3,238165;0,05;-0,03;-0,00
3,242079;0,05;-0,03;-0,00
3,242719;0,05;-0,03;-0,00
3,244585;0,05;-0,03;0,00
3,248664;0,05;-0,03;0,00
3,252129;0,05;-0,04;0,00
3,252915;0,06;-0,03;0,00
3,255681;0,06;-0,03;0,01
3,258770;0,06;-0,03;0,01
3,259576;0,06;-0,03;0,01
3,262045;0,06;-0,03;0,01
3,264957;0,06;-0,03;0,01
3,267904;0,06;-0,03;0,01
3,268649;0,06;-0,03;0,01
3,271360;0,07;-0,02;0,01
3,274843;0,06;-0,02;0,01
3,276630;0,06;-0,02;0,02
3,278377;0,07;-0,02;0,02
3,280473;0,06;-0,01;0,02
3,283368;0,07;-0,01;0,02
3,284462;0,07;-0,01;0,02
3,287292;0,07;-0,00;0,02
3,290086;0,07;0,00;0,02
3,293360;0,07;0,01;0,03
3,294059;0,07;0,01;0,03
3,297775;0,07;0,01;0,04
3,298580;0,07;0,02;0,04
3,302059;0,07;0,02;0,05
3,303965;0,07;0,03;0,05
3,311740;0,06;0,03;0,06
3,312551;0,06;0,04;0,06
3,312838;0,06;0,04;0,07
3,313061;0,06;0,04;0,07
3,321964;0,06;0,05;0,08
3,322591;0,06;0,05;0,08
3,322843;0,06;0,06;0,08
3,323047;0,05;0,06;0,08
3,324130;0,05;0,06;0,09
3,326068;0,05;0,07;0,09
3,329770;0,06;0,07;0,09
3,331454;0,06;0,08;0,09
3,333674;0,06;0,08;0,09
3,336068;0,06;0,09;0,09
3,338292;0,06;0,10;0,09
3,341771;0,06;0,11;0,09
3,342698;0,06;0,12;0,09
3,345245;0,06;0,13;0,09
3,349511;0,06;0,13;0,09
3,350514;0,06;0,14;0,09
3,352772;0,06;0,15;0,08
3,355408;0,06;0,16;0,08
3,357702;0,07;0,16;0,08
3,359283;0,07;0,17;0,07
3,362017;0,07;0,17;0,07
3,364573;0,07;0,18;0,06
3,366943;0,08;0,19;0,06
3,368840;0,08;0,19;0,05
3,370987;0,08;0,20;0,05
3,373971;0,08;0,20;0,04
3,375655;0,08;0,21;0,04
3,377882;0,08;0,21;0,04
3,380705;0,08;0,22;0,03
3,383015;0,08;0,23;0,03
3,384821;0,08;0,23;0,02
3,387640;0,08;0,24;0,02
3,389777;0,08;0,24;0,02
3,392386;0,07;0,25;0,01
3,394674;0,07;0,26;0,01
3,397851;0,06;0,26;0,01
3,398386;0,06;0,27;0,01
3,403295;0,05;0,28;0,01
3,404310;0,04;0,29;0,00
3,407918;0,03;0,29;0,00
3,408536;0,02;0,30;0,00
3,417656;0,01;0,30;-0,00
3,418286;0,00;0,31;-0,01
3,418499;-0,01;0,32;-0,01
3,418664;-0,02;0,32;-0,01
3,420468;-0,02;0,33;-0,02
3,422828;-0,03;0,33;-0,02
3,424230;-0,04;0,33;-0,02
3,427370;-0,05;0,33;-0,03
3,429393;-0,05;0,33;-0,03
3,432624;-0,06;0,33;-0,04
3,433775;-0,06;0,33;-0,04
3,436036;-0,07;0,33;-0,05
3,440452;-0,08;0,32;-0,06
3,441261;-0,07;0,32;-0,07
3,443398;-0,08;0,32;-0,07
3,445231;-0,08;0,31;-0,08
3,449581;-0,08;0,31;-0,09
3,450198;-0,08;0,30;-0,10
3,452240;-0,08;0,30;-0,10
3,455918;-0,08;0,30;-0,11
3,458157;-0,08;0,29;-0,12
3,459856;-0,07;0,29;-0,12
3,462459;-0,07;0,28;-0,13
3,464420;-0,07;0,28;-0,14
3,466653;-0,07;0,28;-0,14
3,468705;-0,06;0,27;-0,15
3,471617;-0,06;0,27;-0,15
3,473958;-0,06;0,26;-0,15
3,476733;-0,06;0,26;-0,16
3,479236;-0,07;0,25;-0,16
3,481603;-0,07;0,25;-0,17
3,483627;-0,07;0,24;-0,17
3,484677;-0,07;0,24;-0,17
3,488310;-0,07;0,23;-0,18
3,490085;-0,08;0,23;-0,18
3,492301;-0,08;0,22;-0,18
3,495418;-0,09;0,22;-0,18
3,498085;-0,10;0,22;-0,18
3,499987;-0,11;0,21;-0,18
3,501388;-0,11;0,21;-0,18
3,504834;-0,12;0,20;-0,18
3,511692;-0,14;0,20;-0,18
3,512881;-0,14;0,20;-0,18
3,513520;-0,16;0,19;-0,18
3,514086;-0,17;0,19;-0,18
3,526966;-0,18;0,18;-0,18
3,527649;-0,19;0,17;-0,18
3,527909;-0,19;0,17;-0,17
3,528123;-0,20;0,16;-0,17
3,528316;-0,21;0,16;-0,17
3,528509;-0,21;0,15;-0,17
3,530630;-0,22;0,14;-0,17
3,532623;-0,22;0,14;-0,17
3,533744;-0,22;0,14;-0,17
